predictions,targets,target_ids
0.026126816868782043,0.0,27714
0.017842529341578484,0.0,9909
0.018917497247457504,0.0,21965
0.06764321029186249,0.0,36619
0.0025311692152172327,0.0,39335
0.019002988934516907,1.0,17369
0.00039924620068632066,0.0,345
0.0006096865981817245,0.0,38605
0.004926040768623352,0.0,29201
0.0007758263382129371,0.0,36920
0.1200106218457222,0.0,23894
0.005722180940210819,0.0,17236
0.008914610370993614,0.0,15639
0.0012378490064293146,0.0,1369
0.0016916162567213178,0.0,43410
0.0003991116536781192,0.0,9539
0.05168379470705986,0.0,32339
0.007076750043779612,0.0,10145
0.003552714828401804,0.0,31772
0.0571027509868145,0.0,47813
0.0015325783751904964,0.0,9111
0.0022513780277222395,0.0,30338
0.0025013063568621874,0.0,41912
0.00041406715172342956,0.0,24157
0.018991321325302124,0.0,26483
0.0018345803255215287,0.0,12762
0.012682964093983173,0.0,3191
0.002171911532059312,0.0,31792
0.9038687348365784,1.0,34119
0.004300753585994244,0.0,3997
0.015202878974378109,0.0,42319
0.04347853735089302,0.0,16884
0.007906359620392323,0.0,5925
0.7215603590011597,1.0,667
0.02541787549853325,0.0,15194
0.0032031366135925055,0.0,42247
0.004608001559972763,0.0,21189
0.6350125074386597,0.0,26530
0.003134277183562517,0.0,49437
0.002986424369737506,0.0,45047
0.01234025415033102,0.0,21582
0.019020777195692062,0.0,46814
0.8856712579727173,1.0,44813
0.008612025529146194,0.0,40412
0.002320120809599757,0.0,36397
0.9220525026321411,1.0,28367
0.01855706423521042,0.0,27965
0.0022627045400440693,0.0,19976
0.004202607087790966,0.0,38617
0.010705462656915188,0.0,7468
0.0837416797876358,0.0,5114
0.010781841352581978,0.0,44126
0.9508503079414368,1.0,45663
0.00186518719419837,0.0,8555
0.0008059066603891551,0.0,14387
0.0011640597367659211,0.0,16572
0.010494393296539783,0.0,45596
0.0650918185710907,0.0,29024
0.22515326738357544,0.0,42157
0.0027681682258844376,0.0,36448
0.0001941361406352371,0.0,11824
0.014909214340150356,0.0,6439
0.01157868281006813,0.0,44532
0.11268904060125351,0.0,13406
0.00041424480150453746,0.0,14099
0.0024629051331430674,0.0,41783
0.008969523943960667,0.0,49011
0.005242376122623682,0.0,41052
0.04430977255105972,0.0,14184
0.02038322575390339,0.0,15330
0.003919408190995455,0.0,48568
0.0017206586198881269,0.0,32245
0.03264773264527321,0.0,1385
0.020036259666085243,0.0,27826
0.0023722935002297163,0.0,5668
0.8109467029571533,1.0,49774
0.019252564758062363,0.0,21161
0.00207489263266325,0.0,49939
0.044092077761888504,0.0,38516
0.9144867658615112,1.0,33767
0.018102403730154037,0.0,1455
0.027897313237190247,0.0,43685
0.00725265359506011,0.0,41717
0.018576499074697495,0.0,48857
0.0020421824883669615,0.0,45045
0.014790325425565243,0.0,10637
0.8850330710411072,1.0,6049
0.0032155211083590984,0.0,11794
0.013875700533390045,0.0,2287
0.9226147532463074,1.0,31065
0.9056647419929504,1.0,32408
0.0002121833385899663,0.0,31841
0.024928197264671326,0.0,9876
0.003972586710005999,0.0,10684
0.0014446519780904055,0.0,46830
0.002213940257206559,0.0,39670
0.0066780950874090195,0.0,39748
0.0027072408702224493,0.0,4114
0.007991350255906582,0.0,6146
0.19442744553089142,0.0,3181
0.9322613477706909,1.0,20821
0.0009034020476974547,0.0,19639
0.0022220690734684467,0.0,49289
0.000769924430642277,0.0,32800
0.03212125599384308,1.0,10029
0.908972978591919,1.0,36303
0.0005008184816688299,0.0,32123
0.004740381147712469,0.0,5080
0.005961054470390081,0.0,16753
0.0012840947601944208,0.0,13968
0.017239423468708992,0.0,11647
0.5330701470375061,1.0,31649
0.015245664864778519,0.0,43463
0.006565887946635485,0.0,24977
0.009306653402745724,0.0,23221
