predictions,targets,target_ids
0.016211051493883133,0.0,47778
0.017998477444052696,0.0,44771
0.002110162517055869,0.0,9663
0.06741148978471756,0.0,14859
0.0006864203023724258,0.0,22614
0.06050851568579674,0.0,44236
0.0036063366569578648,0.0,26290
0.010570947080850601,0.0,44423
0.320580393075943,0.0,49327
0.0064779468812048435,0.0,31388
0.0080843111500144,1.0,40495
0.04067709669470787,0.0,41143
0.00047372558037750423,0.0,36403
0.011554527096450329,0.0,49278
0.0026820849161595106,0.0,17842
0.00369529752060771,0.0,45695
0.004386895336210728,0.0,34351
0.0005539965350180864,0.0,45983
0.9991477727890015,1.0,29843
0.19681954383850098,0.0,44491
0.00045506167225539684,0.0,50008
0.0008278184104710817,0.0,7948
0.0005469456664286554,0.0,1450
0.0013466085074469447,0.0,40570
6.144963117549196e-05,0.0,30404
0.002226998098194599,0.0,6073
0.02350107952952385,0.0,7716
0.18887192010879517,0.0,27057
6.419153942260891e-05,0.0,48669
0.014450493268668652,0.0,39650
0.005517472978681326,0.0,1585
0.00020846666302531958,0.0,32507
0.0015868600457906723,0.0,49710
0.008635200560092926,0.0,4925
0.0003353675710968673,0.0,42238
0.0065068891271948814,0.0,18062
0.000303081440506503,0.0,17786
0.004793174099177122,0.0,43007
0.1275223344564438,0.0,36801
0.056359175592660904,0.0,23725
0.0008418397628702223,0.0,26641
0.0005574035458266735,0.0,28974
0.015510329976677895,0.0,25958
0.0003855913528241217,0.0,23346
0.0014969391049817204,0.0,35773
4.4385622459230945e-05,0.0,28768
0.0008228319929912686,0.0,31912
0.0004556213680189103,0.0,9824
0.3679475784301758,0.0,44494
0.5297989249229431,0.0,19587
0.011416153982281685,0.0,32512
0.013302220962941647,0.0,2040
0.0006938609294593334,0.0,46291
0.0041307988576591015,0.0,48034
0.028929289430379868,0.0,38330
0.9997158646583557,1.0,18639
0.0005276428419165313,0.0,36116
0.0005977201508358121,0.0,35691
0.0016784556210041046,0.0,40101
0.027190743014216423,0.0,38738
0.0014286163495853543,0.0,36846
0.9953575730323792,1.0,21062
0.9947484135627747,1.0,5342
0.00014933462080080062,0.0,21203
0.0001512797607574612,0.0,33149
0.011673578061163425,0.0,41412
0.02202066406607628,0.0,25982
0.0009563298663124442,0.0,36828
0.0013157962821424007,0.0,28003
0.0009073642431758344,0.0,43952
0.0005376142216846347,0.0,3277
0.04448781907558441,0.0,2652
0.00624886155128479,0.0,27999
0.00038079736987128854,0.0,32227
0.0010362466564401984,0.0,25635
4.5040942495688796e-05,0.0,30297
0.02900661714375019,1.0,38478
0.0003785593726206571,0.0,1687
0.017208034172654152,0.0,6157
6.132429552963004e-05,0.0,34896
0.0007734376122243702,0.0,49914
0.0012780536198988557,0.0,35216
0.03384723141789436,0.0,5679
0.0002813377068378031,0.0,16458
0.01801644079387188,0.0,5674
0.999314546585083,1.0,23270
0.01695055328309536,1.0,43265
0.0010880018817260861,0.0,38613
9.650418360251933e-05,0.0,22298
0.0001481672952650115,0.0,35733
0.008360556326806545,0.0,43972
0.0004780558811035007,0.0,15474
0.031523462384939194,0.0,16504
0.19442442059516907,0.0,35380
0.0711759403347969,0.0,43765
0.0023312210105359554,0.0,20796
0.0069825672544538975,0.0,48342
0.027770744636654854,0.0,16081
0.0002345829561818391,0.0,45523
0.0017161326250061393,0.0,11740
0.049615614116191864,0.0,20760
0.03024560771882534,0.0,40063
0.044406309723854065,0.0,19182
0.9885154366493225,1.0,32668
0.009219770319759846,0.0,42692
0.9984416365623474,1.0,4759
0.002482420764863491,0.0,9251
0.0001749790826579556,0.0,24334
0.001981340814381838,0.0,14285
0.04860080033540726,0.0,2448
0.00019515652093105018,0.0,37200
0.0004007207171525806,0.0,16694
0.00034794435487128794,0.0,9538
0.00035518896766006947,0.0,44556
0.03723917156457901,0.0,31387
0.0012415997916832566,0.0,4412
0.006631528493016958,0.0,22018
0.00015119669842533767,0.0,46227
0.09258407354354858,1.0,15685
0.0002497063251212239,0.0,6
0.0015771158505231142,0.0,35204
0.0007285167812369764,0.0,8286
0.003439153078943491,0.0,39682
0.0345284603536129,0.0,44542
0.9981399774551392,1.0,41013
0.001993030309677124,0.0,16711
