predictions,targets,target_ids
0.9979384541511536,1.0,8046
0.008513093926012516,0.0,43303
0.0034395058173686266,0.0,28171
0.013391715474426746,0.0,33557
0.0035766710061579943,0.0,44740
0.005354705266654491,1.0,15152
0.0006539608002640307,0.0,28380
0.028393585234880447,0.0,16722
0.005003644153475761,0.0,23056
0.012478688731789589,0.0,44705
0.11400789767503738,0.0,25865
0.0027946436312049627,0.0,42696
0.007115625776350498,0.0,7891
0.011617368087172508,0.0,9450
0.0008053777273744345,0.0,4263
0.0030175161082297564,0.0,7053
0.00015140978212002665,0.0,49454
0.0018088682554662228,0.0,20676
0.0010643486166372895,0.0,27968
0.00037574206362478435,0.0,23317
0.00031984635279513896,0.0,35081
0.0408695712685585,0.0,10908
0.00598646467551589,0.0,45116
0.00021332908363547176,0.0,10680
0.0020346755627542734,0.0,7375
0.0001891434076242149,0.0,33350
0.003605522681027651,0.0,9074
0.0007602430996485054,0.0,48970
0.0022850828245282173,0.0,1819
0.0032010225113481283,0.0,13523
0.015713779255747795,0.0,1064
0.0007943673408590257,0.0,30950
0.0011128612095490098,0.0,23469
0.002997215837240219,0.0,35057
0.000675386399962008,1.0,4422
0.00939809251576662,0.0,43486
0.9891321063041687,1.0,36791
0.0005383098032325506,0.0,17050
0.008794470690190792,0.0,9835
0.00019850190437864512,0.0,89
0.014557787217199802,0.0,29518
0.00041431159479543567,0.0,29444
0.0005352517473511398,0.0,35434
0.0007012335699982941,0.0,44599
0.0002317493926966563,0.0,1641
0.00547554437071085,0.0,35494
0.006173156201839447,0.0,42189
0.0015828136820346117,0.0,18086
0.003019312396645546,0.0,32960
0.007736486382782459,0.0,36308
0.0037034382112324238,0.0,41578
0.4766339659690857,1.0,28156
0.0015331628965213895,0.0,26646
0.0018598646856844425,0.0,34708
0.015683094039559364,0.0,40378
0.0002610441588331014,0.0,496
0.0007118317880667746,0.0,27916
0.0005422384128905833,0.0,36340
0.0008861113456077874,0.0,41231
0.007646739482879639,0.0,1202
0.0011791132856160402,0.0,33182
0.005964058917015791,0.0,48973
0.023263249546289444,0.0,6905
0.7778692841529846,1.0,17425
0.001053546671755612,0.0,12913
0.03276352211833,0.0,37947
0.020883332937955856,0.0,2456
0.001424382789991796,0.0,40410
0.0026804564986377954,0.0,9099
0.003955418709665537,0.0,28202
0.006029568612575531,0.0,41399
0.0005045150755904615,0.0,38379
0.7148656249046326,1.0,21667
0.0014608511701226234,0.0,44256
0.0007380567258223891,0.0,24215
0.001522912411019206,0.0,21705
0.0009277526405639946,0.0,47456
0.0009244656539522111,0.0,13001
0.0005012163892388344,0.0,19213
0.002758944407105446,0.0,22529
0.0005135179962962866,0.0,18705
0.9717090725898743,1.0,17856
0.0019677849486470222,0.0,15544
0.0023568402975797653,0.0,1850
0.0078016649931669235,0.0,47294
0.48761752247810364,1.0,8042
0.00548560032621026,0.0,15554
0.009271656163036823,0.0,23803
0.013235221616923809,0.0,1925
0.013441829942166805,0.0,22521
0.00030847624293528497,0.0,41898
0.021117378026247025,0.0,25616
0.0007076982874423265,0.0,30927
0.002456316025927663,0.0,42377
0.022081095725297928,0.0,14332
0.01112778764218092,0.0,47743
0.0007869438268244267,0.0,25170
0.005122912582010031,0.0,16116
0.00037023937329649925,0.0,45491
0.003776756813749671,0.0,35943
0.37264472246170044,1.0,19219
0.00012337656517047435,0.0,44717
0.006637691520154476,0.0,26451
0.0015923004830256104,0.0,33850
0.006688772700726986,0.0,4803
0.000861310982145369,0.0,40039
0.000187247249414213,0.0,41180
0.0006464835023507476,0.0,3115
0.0029719353187829256,0.0,16922
0.0008126189932227135,0.0,45602
0.000525347946677357,0.0,39654
0.00047356713912449777,0.0,49624
0.536913275718689,1.0,607
0.004063791129738092,0.0,45320
0.008878493681550026,0.0,20265
0.0005122305592522025,0.0,38640
0.008195231668651104,0.0,13507
0.025748394429683685,0.0,16320
0.0002679754688870162,0.0,50152
0.0010393447009846568,0.0,18130
0.0005865884013473988,0.0,47215
0.9948062300682068,1.0,21921
0.007302895188331604,0.0,16292
0.0017837528139352798,0.0,282
0.0010386245558038354,0.0,47255
0.017927920445799828,0.0,11443
0.002429863205179572,0.0,25476
0.0013714318629354239,0.0,48735
0.00023263691400643438,0.0,2480
0.0007703665178269148,0.0,21341
0.88387531042099,1.0,29972
0.0037679707165807486,0.0,405
0.015635896474123,0.0,8014
0.00036573660327121615,0.0,36301
0.40605416893959045,1.0,20688
0.0007828682428225875,0.0,43266
0.0012678172206506133,0.0,4777
0.0002401750534772873,0.0,48959
0.0014760687481611967,0.0,21737
0.00031468295492231846,0.0,9325
0.0013457770692184567,0.0,6771
0.00623102905228734,0.0,28168
0.0005965112359263003,0.0,40298
0.001508342451415956,0.0,27036
0.018155181780457497,0.0,44484
0.0033674153964966536,0.0,10697
0.43094515800476074,1.0,13434
0.009305980987846851,0.0,96
0.000517996319103986,0.0,48602
0.012560476548969746,0.0,37889
0.002718580886721611,0.0,40698
0.8608643412590027,1.0,45632
0.001096184249036014,0.0,34134
0.008925506845116615,0.0,15470
0.0026038552168756723,0.0,28527
0.0074388920329511166,0.0,18025
0.006034669000655413,0.0,25573
0.00033783589606173337,0.0,43324
0.02531605213880539,0.0,13158
0.0028789667412638664,0.0,8243
0.0019929707050323486,0.0,24303
0.002330702031031251,0.0,49846
0.01345539465546608,0.0,36519
0.00942092016339302,0.0,33745
0.0003049154474865645,0.0,21464
0.0009509161463938653,0.0,15726
0.0030924014281481504,0.0,34650
0.0007206855225376785,0.0,19963
0.004766211379319429,0.0,48592
0.004673785530030727,0.0,26521
0.34630653262138367,1.0,16243
0.009505832567811012,0.0,17397
0.05065068602561951,0.0,30410
0.0006499877781607211,0.0,358
0.0006526432698592544,0.0,44699
0.01107628084719181,0.0,29250
0.001361244241707027,0.0,32485
0.00039700360503047705,0.0,27715
0.023649871349334717,0.0,28069
0.0026067509315907955,0.0,8119
0.0003725041460711509,0.0,41559
0.012494328431785107,0.0,17166
0.008142469450831413,0.0,11061
0.3515399396419525,1.0,44951
0.003272122470661998,0.0,29763
0.005265562795102596,0.0,11470
0.001278452924452722,0.0,9206
0.0003510205715429038,0.0,43347
0.011234317906200886,0.0,12756
0.0002852556062862277,0.0,18818
0.00395580381155014,0.0,31396
0.0002734240551944822,0.0,30632
0.0018462269799783826,0.0,7073
0.00721342395991087,0.0,23745
0.004921774845570326,0.0,48518
0.0003160003398079425,0.0,935
0.0008954006480053067,0.0,20413
0.0004050435090903193,0.0,172
0.5307448506355286,1.0,47556
0.0006478849682025611,0.0,24206
0.00039008050225675106,0.0,21330
0.0002902687410824001,0.0,39900
0.005128536839038134,0.0,28578
0.00030356497154571116,0.0,271
0.0006127029191702604,0.0,7171
0.0005414028419181705,0.0,1487
0.0005202427273616195,0.0,4590
0.001195882330648601,0.0,33999
0.13150453567504883,0.0,1302
0.00656184321269393,0.0,17679
0.30457642674446106,1.0,41400
0.0005853267502970994,0.0,15412
0.0013810995733365417,0.0,11272
0.001691676676273346,0.0,42930
0.00027313095051795244,0.0,12538
0.019432269036769867,0.0,25995
0.009527802467346191,0.0,28766
0.0032660970464348793,0.0,16534
0.003937908913940191,0.0,43784
0.6323099136352539,1.0,22055
0.001542111043818295,0.0,13840
0.0003789631009567529,0.0,22406
0.010091406293213367,0.0,583
0.001557550160214305,0.0,32021
0.0070300595834851265,0.0,2525
0.0005503377178683877,0.0,524
0.00022479519248008728,0.0,21115
0.02322455123066902,0.0,5052
0.4752218723297119,1.0,1295
0.004048571456223726,0.0,6500
0.00026645397883839905,0.0,30656
0.017130861058831215,0.0,39032
0.405815064907074,1.0,28089
0.0007326269405893981,0.0,6022
0.0020599490962922573,0.0,42094
0.0036846150178462267,0.0,37577
0.016743076965212822,0.0,32542
0.000196583365323022,0.0,48174
0.013891967944800854,0.0,9221
0.00042251794366165996,0.0,37594
0.0017893039621412754,0.0,45821
0.0032398568000644445,0.0,22838
0.00015735297347418964,0.0,50124
0.00033844952122308314,0.0,9234
0.5724043846130371,1.0,27814
0.0007696364773437381,0.0,23017
0.0026746131479740143,0.0,44774
0.002543957671150565,0.0,30831
0.02248438633978367,0.0,29017
0.3614346385002136,1.0,2372
0.00041607723687775433,0.0,13193
0.004908190108835697,0.0,8382
0.0011343370424583554,0.0,17807
0.001888308790512383,0.0,18617
0.012570362538099289,0.0,22274
0.0006709727458655834,0.0,34956
0.00024542026221752167,0.0,21569
0.0010965279070660472,0.0,5648
0.0002791587612591684,0.0,1333
0.0019760937429964542,0.0,24391
0.0016126788686960936,0.0,32398
0.0011297630844637752,0.0,3150
0.0016905931988731027,0.0,44382
0.0008880350505933166,0.0,31362
0.0035572859924286604,0.0,43098
0.0066385711543262005,0.0,9620
0.011347170919179916,0.0,16636
0.00024050159845501184,0.0,37101
0.4648575782775879,1.0,45597
0.0060692522674798965,0.0,43094
0.003789860289543867,0.0,41674
0.0003666049160528928,0.0,39615
0.00864394474774599,0.0,49
0.002359293634071946,0.0,21094
0.00037252259789966047,0.0,5843
0.010185269638895988,0.0,30578
0.0004790476232301444,0.0,38501
0.000473918451461941,0.0,32487
0.0005808519199490547,0.0,41945
0.009798466227948666,0.0,10858
0.0009596591698937118,0.0,31447
0.7996556162834167,1.0,27709
0.006286398507654667,0.0,35766
0.0014862162061035633,0.0,31313
0.007211347576230764,0.0,6096
0.004596227779984474,0.0,12748
0.0017969290493056178,0.0,18523
0.014773743227124214,0.0,45311
0.0006935115670785308,0.0,37362
0.0014290143735706806,0.0,29204
0.0010959822684526443,0.0,40912
0.011783482506871223,0.0,1027
0.002374000148847699,0.0,49207
0.00567467650398612,0.0,4723
0.008098145015537739,0.0,44250
0.0017281329492107034,0.0,5027
0.9968576431274414,1.0,12781
0.0027749305590987206,0.0,25102
0.0005541174905374646,0.0,1444
0.0005975879030302167,0.0,17928
0.06360488384962082,0.0,9845
0.01671687886118889,0.0,20641
0.013164117932319641,0.0,46928
0.0001710039796307683,0.0,49706
0.00043439233559183776,0.0,15899
0.002974232193082571,0.0,27037
0.012991701252758503,0.0,42439
0.0210393238812685,0.0,47549
0.7299139499664307,1.0,33160
0.00031431266688741744,0.0,15280
0.008726447820663452,0.0,14816
0.0010211431654170156,0.0,44448
0.0018608997343108058,0.0,13485
0.009647793136537075,0.0,13897
0.0004429173131939024,0.0,32932
0.00339754531159997,0.0,37395
0.0003470079100225121,0.0,47241
0.5036180019378662,1.0,48360
0.00255707954056561,0.0,42717
0.0003351014747750014,0.0,15497
0.0009846105240285397,0.0,41465
0.0017979061231017113,0.0,22258
0.001598463160917163,0.0,45460
0.0007847407832741737,0.0,981
0.0014534267829731107,0.0,11304
0.001346830977126956,0.0,32625
0.9886332154273987,1.0,9601
0.0017169276252388954,0.0,23158
0.0007024086662568152,0.0,17181
0.008324630558490753,0.0,11052
0.9858235120773315,1.0,26654
0.002504727803170681,0.0,25853
0.0006770851323381066,0.0,39473
0.0006834319792687893,0.0,25668
0.0005828180583193898,0.0,14765
0.0008160644210875034,0.0,23892
0.0034106567036360502,0.0,19575
0.0132247069850564,0.0,36709
0.03066254034638405,0.0,37507
0.00047424406511709094,0.0,36685
8.212918328354135e-05,0.0,42455
0.0003993248101323843,0.0,12263
0.7876461744308472,1.0,19642
0.0030187659431248903,0.0,47635
0.005554684903472662,0.0,43037
0.008855294436216354,0.0,15311
