predictions,targets
0.012428713031113148,0.0
0.9324142336845398,1.0
0.028817616403102875,0.0
0.006964388769119978,0.0
0.003674257779493928,0.0
0.04094991460442543,0.0
0.01886962167918682,0.0
0.006589721422642469,0.0
0.009843636304140091,0.0
0.013088044710457325,0.0
0.014240807853639126,0.0
0.00838557444512844,0.0
0.012628314085304737,0.0
0.0073676458559930325,0.0
0.01489254180341959,0.0
0.03230658546090126,0.0
0.00324128451757133,0.0
0.9999037981033325,1.0
0.009927510283887386,0.0
0.008950896561145782,0.0
0.006538044195622206,0.0
1.0,1.0
0.005300999619066715,0.0
0.017813198268413544,0.0
0.007548627443611622,0.0
0.0344855822622776,0.0
0.0353194884955883,0.0
0.01251015905290842,0.0
0.021878724917769432,0.0
0.005930425599217415,0.0
1.0,1.0
0.009392380714416504,0.0
0.005162739660590887,0.0
0.0058327061124145985,0.0
0.026717564091086388,0.0
0.006074291188269854,0.0
0.12168305367231369,0.0
0.03321809321641922,0.0
0.004042602144181728,0.0
0.09600681811571121,0.0
0.9984502792358398,1.0
0.03540114685893059,0.0
0.019889580085873604,0.0
0.018775587901473045,0.0
0.01526550017297268,0.0
0.014216970652341843,0.0
0.005379046313464642,0.0
0.006823903881013393,0.0
0.014572632499039173,0.0
0.004885525908321142,0.0
0.0073303282260894775,0.0
0.00640166737139225,0.0
0.9965345859527588,1.0
0.013544993475079536,0.0
0.011265404522418976,0.0
0.01545438077300787,0.0
0.11946478486061096,0.0
0.005445539020001888,0.0
0.012502321042120457,0.0
0.027935786172747612,0.0
0.013787316158413887,0.0
0.004275286104530096,0.0
0.0072369081899523735,0.0
1.0,1.0
0.009728880599141121,0.0
0.011608046479523182,0.0
0.013976999558508396,0.0
0.13007104396820068,1.0
0.07525036484003067,0.0
0.009978481568396091,0.0
0.00878970418125391,0.0
0.01990894228219986,0.0
0.006111313123255968,0.0
0.008845226839184761,0.0
0.9998055100440979,1.0
0.005531630013138056,0.0
0.01796983741223812,0.0
0.011649029329419136,0.0
0.009748704731464386,0.0
0.18796181678771973,0.0
0.009542582556605339,0.0
0.006165394093841314,0.0
0.007865267805755138,0.0
0.004618625622242689,0.0
0.01060381531715393,0.0
0.010627754032611847,0.0
0.031581439077854156,0.0
0.04557599499821663,0.0
0.008405335247516632,0.0
0.016967175528407097,0.0
0.07405921816825867,0.0
0.0062998016364872456,0.0
0.007899896241724491,0.0
0.047562483698129654,0.0
0.0077850092202425,0.0
0.02120193839073181,0.0
0.004548321943730116,0.0
0.007254057563841343,0.0
0.028650106862187386,0.0
0.02267645299434662,0.0
0.024037327617406845,0.0
0.012622066773474216,0.0
0.009335264563560486,0.0
0.006649879738688469,0.0
0.0057014101184904575,0.0
0.013369613327085972,0.0
0.10574230551719666,0.0
0.008605575188994408,0.0
0.03333606198430061,0.0
0.024641918018460274,0.0
0.011414867825806141,0.0
0.008815040811896324,0.0
1.0,1.0
0.017155388370156288,0.0
0.9999942779541016,1.0
0.9978954792022705,1.0
0.00571327842772007,0.0
0.9453374743461609,0.0
0.007499275729060173,0.0
0.17645640671253204,0.0
0.02083054929971695,0.0
0.03752148523926735,0.0
0.00785642396658659,0.0
0.016986791044473648,0.0
0.15283061563968658,0.0
0.014077367261052132,0.0
0.0049429708160459995,0.0
0.005094684660434723,0.0
0.01004478894174099,0.0
0.012216737493872643,0.0
0.0077622984535992146,0.0
0.009949496015906334,0.0
0.008868998847901821,0.0
0.0329691618680954,0.0
1.0,1.0
1.0,1.0
0.16481484472751617,0.0
0.009512178599834442,0.0
0.009450812824070454,0.0
0.14855746924877167,0.0
0.01504837442189455,0.0
0.005769511219114065,0.0
0.013017695397138596,0.0
0.0047968532890081406,0.0
0.1729273945093155,1.0
0.07254938781261444,0.0
0.01220891997218132,0.0
0.018681954592466354,0.0
0.020433535799384117,0.0
0.014154568314552307,0.0
0.007077423390001059,0.0
0.0064410618506371975,0.0
1.0,1.0
0.1117887943983078,0.0
0.007565449457615614,0.0
0.01093968003988266,0.0
0.013643468730151653,0.0
0.021181371062994003,0.0
0.010095665231347084,0.0
0.9999998807907104,1.0
0.02000558190047741,0.0
0.016705268993973732,0.0
0.040644321590662,0.0
0.009215102531015873,0.0
0.007998619228601456,0.0
0.006157855037599802,0.0
0.00915578193962574,0.0
0.00859617069363594,0.0
0.008157656528055668,0.0
0.9927901029586792,1.0
0.01614045724272728,0.0
0.012087641283869743,0.0
0.0035119487438350916,0.0
0.008971557952463627,0.0
0.008096471428871155,0.0
0.008437748067080975,0.0
0.006397528573870659,0.0
0.0059452666901052,0.0
0.009838134050369263,0.0
0.006940544582903385,0.0
1.0,1.0
0.006664731074124575,0.0
0.004530437756329775,0.0
0.01692282222211361,0.0
0.03787447139620781,0.0
0.00703652948141098,0.0
0.14534884691238403,1.0
0.006555098574608564,0.0
0.9504876732826233,1.0
0.12738054990768433,0.0
0.07678584009408951,0.0
0.06999681144952774,0.0
0.07893747836351395,1.0
0.18628014624118805,0.0
0.009532398544251919,0.0
0.011770940385758877,0.0
0.011843026615679264,0.0
0.021813860163092613,0.0
0.27403852343559265,0.0
0.010498186573386192,0.0
0.008532865904271603,0.0
0.13418424129486084,0.0
0.9998958110809326,1.0
0.01569165661931038,0.0
0.022814299911260605,0.0
0.013915065675973892,0.0
0.014918068423867226,0.0
0.01079221535474062,0.0
0.01353453565388918,0.0
0.012037930078804493,0.0
0.006292191334068775,0.0
0.9255361557006836,1.0
0.019210470840334892,0.0
0.0058664921671152115,0.0
0.005288013722747564,0.0
0.01444790605455637,0.0
0.08800790458917618,0.0
0.007873320020735264,0.0
0.013912320137023926,0.0
0.08165878057479858,0.0
0.09298782795667648,0.0
0.017833566293120384,0.0
0.009461674839258194,0.0
0.013395683839917183,0.0
0.00632774643599987,0.0
0.006006066221743822,0.0
0.007163147907704115,0.0
0.030135512351989746,0.0
0.010559985414147377,0.0
0.08963161706924438,0.0
0.020645776763558388,0.0
0.05750110000371933,0.0
0.03732055053114891,0.0
0.006127921864390373,0.0
0.06967469304800034,1.0
0.014035074040293694,0.0
0.1771629899740219,0.0
0.029706355184316635,0.0
0.11114782094955444,1.0
0.05927892401814461,0.0
0.005787290632724762,0.0
0.013558832928538322,0.0
0.1270008385181427,0.0
0.009730120189487934,0.0
0.0791739672422409,0.0
0.013930785469710827,0.0
0.005433543585240841,0.0
0.0314200222492218,0.0
0.11208504438400269,0.0
0.01646849326789379,0.0
0.9999794960021973,1.0
0.016953120008111,0.0
0.005672618746757507,0.0
0.0163818821310997,0.0
0.042862895876169205,0.0
0.13371941447257996,0.0
0.008147673681378365,0.0
0.008052654564380646,0.0
0.04402155801653862,0.0
0.015397218987345695,0.0
0.9981979727745056,1.0
0.005515233613550663,0.0
0.019700167700648308,0.0
0.006294869352132082,0.0
0.00471069710329175,0.0
0.04477347433567047,0.0
0.008855381980538368,0.0
0.07088488340377808,0.0
0.007276818156242371,0.0
0.00832589901983738,0.0
0.00833315309137106,0.0
0.005033557768911123,0.0
0.007202650886029005,0.0
0.005711829289793968,0.0
0.011500919237732887,0.0
0.013352490961551666,0.0
0.0072492132894694805,0.0
0.021803993731737137,0.0
0.002816250082105398,0.0
0.0049421526491642,0.0
0.008558038622140884,0.0
0.006133038550615311,0.0
0.007859226316213608,0.0
0.004836156964302063,0.0
0.01643523760139942,0.0
0.007429287303239107,0.0
0.038731418550014496,0.0
0.015360386110842228,0.0
0.005554677452892065,0.0
0.006647532805800438,0.0
0.015727784484624863,0.0
0.5758094191551208,1.0
0.04843224212527275,0.0
0.010607137344777584,0.0
0.008150456473231316,0.0
0.01236092671751976,0.0
0.02871512807905674,0.0
0.08643645793199539,0.0
0.006298148538917303,0.0
0.008473568595945835,0.0
0.01129930280148983,0.0
0.013775910250842571,0.0
0.018201882019639015,0.0
0.003353228559717536,0.0
0.019998757168650627,0.0
0.010170732624828815,0.0
0.023194747045636177,0.0
0.06726367771625519,0.0
0.09028828144073486,0.0
0.012541931122541428,0.0
0.008476714603602886,0.0
0.007898643612861633,0.0
0.11498197913169861,1.0
0.005978703498840332,0.0
0.007460697088390589,0.0
0.019421709701418877,0.0
0.06364767253398895,0.0
0.02147652767598629,0.0
0.012525508180260658,1.0
0.10899809747934341,0.0
0.009043974801898003,0.0
0.005832158960402012,0.0
0.06043237820267677,0.0
0.9999868869781494,1.0
0.007211316842585802,0.0
0.06686486303806305,0.0
0.004968156106770039,0.0
0.02831118367612362,0.0
0.005096939858049154,0.0
0.005418793298304081,0.0
0.06718810647726059,0.0
0.006934299133718014,0.0
0.010446201078593731,0.0
0.0071198176592588425,0.0
0.004909224342554808,0.0
0.05704878270626068,0.0
0.9999998807907104,1.0
0.006968677509576082,0.0
0.00822421908378601,0.0
0.05605010688304901,0.0
0.043016206473112106,0.0
0.005528672132641077,0.0
0.011345896869897842,0.0
0.006758845876902342,0.0
0.06553646922111511,0.0
1.0,1.0
0.012027516961097717,0.0
0.059315480291843414,0.0
0.9999916553497314,1.0
0.08517086505889893,1.0
0.010848602280020714,0.0
0.01498691737651825,0.0
0.04563786834478378,0.0
0.007014007307589054,0.0
1.0,1.0
0.021340854465961456,0.0
0.015262884087860584,0.0
0.0077335769310593605,0.0
0.02076200395822525,0.0
0.00431803846731782,0.0
0.00849172007292509,0.0
0.006655790843069553,0.0
0.008959140628576279,0.0
0.0047615342773497105,0.0
0.08423223346471786,0.0
0.57065749168396,0.0
0.006724291481077671,0.0
0.0052081816829741,0.0
0.007320799399167299,0.0
0.008716746233403683,0.0
0.007816033437848091,0.0
